CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,DOORING_I,MOST_SEVERE_INJURY,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/3/2016 6:35,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,6100,S,MORGAN ST,,NONINCAPACITATING INJURY,0,0,1,6,6,6,41.78322109,-87.64988058
11/30/2022 03:37:00 PM,10,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1610,N,MONTICELLO AVE,,NONINCAPACITATING INJURY,0,0,1,15,4,11,41.91035144,-87.71792392
11/16/2018 03:55:00 PM,30,NO CONTROLS,CLEAR,DUSK,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2120,W,PIERCE AVE,,NONINCAPACITATING INJURY,0,0,1,15,6,11,41.90941912,-87.68075972
08/21/2018 07:25:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3315,W,ARDMORE AVE,,"REPORTED, NOT EVIDENT",0,0,0,19,3,8,41.98655519,-87.71207682
08/24/2018 06:25:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,DISREGARDING TRAFFIC SIGNALS,100,N,DEARBORN ST,,NO INDICATION OF INJURY,0,0,0,18,6,8,41.88325032,-87.62958083
3/8/2018 15:25,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,200,N,DEARBORN ST,,"REPORTED, NOT EVIDENT",0,0,0,15,5,3,41.88579631,-87.62964615
05/23/2023 06:02:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3423,S,HALSTED ST,,INCAPACITATING INJURY,0,1,0,18,3,5,41.8318186,-87.64598442
5/12/2022 17:00,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,12700,S,UNION AVE,,INCAPACITATING INJURY,0,1,0,17,5,5,41.66324631,-87.63915125
09/20/2018 03:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3601,N,HALSTED ST,Y,NONINCAPACITATING INJURY,0,0,1,15,5,9,41.94740791,-87.64934263
09/15/2018 10:00:00 PM,35,NO CONTROLS,CLEAR,DARKNESS,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2317,N,CICERO AVE,Y,"REPORTED, NOT EVIDENT",0,0,0,22,7,9,41.92293104,-87.74611948
6/12/2018 21:30,30,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,4500,W,MADISON ST,,INCAPACITATING INJURY,0,1,0,21,3,6,41.88069108,-87.73803813
10/18/2023 05:20:00 PM,30,STOP SIGN/FLASHER,CLEAR,DUSK,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,35,E,DELAWARE PL,,NO INDICATION OF INJURY,0,0,0,17,4,10,41.89905444,-87.62691643
06/28/2020 10:45:00 PM,30,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,3530,W,NORTH AVE,,NONINCAPACITATING INJURY,0,0,1,22,1,6,41.91011897,-87.71535806
07/30/2023 02:51:00 AM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1500,W,ADDISON ST,,NONINCAPACITATING INJURY,0,0,1,2,1,7,41.94713795,-87.66650317
09/21/2017 07:31:00 AM,0,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3827,S,ALBANY AVE,,INCAPACITATING INJURY,0,1,0,7,5,9,41.8235998,-87.70183067
09/26/2023 01:45:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,502,N,MILWAUKEE AVE,,INCAPACITATING INJURY,0,1,0,13,3,9,41.8912019,-87.64785263
11/5/2023 11:30,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1006,W,MADISON ST,,NONINCAPACITATING INJURY,0,0,1,11,1,11,41.88180423,-87.65235472
6/6/2020 17:12,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,6401,W,54TH ST,,NO INDICATION OF INJURY,0,0,0,17,7,6,41.79412274,-87.78192128
10/29/2019 06:27:00 AM,25,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO INJURY / DRIVE AWAY,,WEATHER,2857,W,POPE JOHN PAUL II DR,,NO INDICATION OF INJURY,0,0,0,6,3,10,41.8153988,-87.69672955
05/21/2021 10:45:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,111,W,KINZIE ST,N,NONINCAPACITATING INJURY,0,0,1,10,6,5,41.88909518,-87.63156942
08/31/2023 06:05:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,UNKNOWN,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5724,W,BELMONT AVE,,NO INDICATION OF INJURY,0,0,0,18,5,8,41.93863962,-87.76992868
09/26/2023 10:28:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,3199,W,LAWRENCE AVE,,NONINCAPACITATING INJURY,0,0,1,22,3,9,41.96834342,-87.70840705
4/12/2017 17:00,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,7000,N,CLARK ST,,NO INDICATION OF INJURY,0,0,0,17,4,4,42.00903491,-87.67412216
08/14/2019 01:05:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,Y-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,5617,N,LINCOLN AVE,,NONINCAPACITATING INJURY,0,0,1,13,4,8,41.98360087,-87.69567218
10/18/2019 11:05:00 AM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,4750,N,MARMORA AVE,,NONINCAPACITATING INJURY,0,0,1,11,6,10,41.96740275,-87.77496105
08/25/2017 08:30:00 PM,35,TRAFFIC SIGNAL,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,6700,S,LAFAYETTE AVE,,"REPORTED, NOT EVIDENT",0,0,0,20,6,8,41.77265534,-87.62690885
03/25/2021 09:20:00 PM,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,WEATHER,6343,N,RIDGE AVE,,NO INDICATION OF INJURY,0,0,0,21,5,3,41.99681313,-87.67614619
08/24/2021 01:22:00 PM,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,6973,N,CLARK ST,Y,INCAPACITATING INJURY,0,1,0,13,3,8,42.00872054,-87.67375036
06/17/2023 05:45:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",651,W,LAKE ST,Y,NONINCAPACITATING INJURY,0,0,1,17,7,6,41.88558713,-87.64481131
08/21/2015 09:30:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,752,N,OGDEN AVE,,NONINCAPACITATING INJURY,0,0,1,9,6,8,41.89558431,-87.65538895
8/7/2023 22:13,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,N,UNABLE TO DETERMINE,4500,S,HOMAN AVE,,INCAPACITATING INJURY,0,1,0,22,2,8,41.81169325,-87.70916517
10/4/2021 17:52,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,150,E,LOWER RANDOLPH ST,,NONINCAPACITATING INJURY,0,0,1,17,2,10,41.88450918,-87.62261955
12/12/2017 13:33,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,555,W,LAKE ST,,"REPORTED, NOT EVIDENT",0,0,0,13,3,12,41.88559227,-87.64200029
04/22/2021 01:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5421,S,LAKE PARK AVE,,NONINCAPACITATING INJURY,0,0,1,13,5,4,41.79740971,-87.58711018
4/7/2018 12:05,30,NO CONTROLS,CLEAR,DAWN,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5757,N,CALIFORNIA AVE,Y,NONINCAPACITATING INJURY,0,0,1,12,7,4,41.98664511,-87.69912658
09/17/2015 03:15:00 PM,35,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,6833,N,KEDZIE AVE,,NO INDICATION OF INJURY,0,0,0,15,5,9,42.00561454,-87.70917153
08/22/2022 08:13:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DISREGARDING TRAFFIC SIGNALS,3500,S,COTTAGE GROVE AVE,,NONINCAPACITATING INJURY,0,0,1,20,2,8,41.83105184,-87.61073906
06/18/2021 01:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1825,W,NORTH AVE,Y,NONINCAPACITATING INJURY,0,0,1,13,6,6,41.91043412,-87.67365049
05/20/2023 02:18:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2349,N,MILWAUKEE AVE,,INCAPACITATING INJURY,0,1,0,14,7,5,41.92400129,-87.69890951
9/5/2018 18:30,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1163,W,18TH ST,Y,INCAPACITATING INJURY,0,1,0,18,4,9,41.8578563,-87.6556769
7/2/2022 11:46,35,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,FOUR WAY,UNKNOWN,NO INJURY / DRIVE AWAY,N,UNABLE TO DETERMINE,7701,S,HALSTED ST,Y,NO INDICATION OF INJURY,0,0,0,11,7,7,41.75418412,-87.64398758
12/1/2019 20:35,30,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,300,S,CICERO AVE,,NONINCAPACITATING INJURY,0,0,1,20,1,12,41.87676066,-87.74529167
9/1/2023 23:36,35,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,IMPROPER TURNING/NO SIGNAL,3201,N,DAMEN AVE,,NO INDICATION OF INJURY,0,0,0,23,6,9,41.93962087,-87.67820957
05/23/2020 11:18:00 AM,25,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,FOLLOWING TOO CLOSELY,899,N,RACINE AVE,,NO INDICATION OF INJURY,0,0,0,11,7,5,41.89760507,-87.65740795
02/26/2021 11:45:00 AM,25,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,4356,W,CERMAK RD,,NONINCAPACITATING INJURY,0,0,1,11,6,2,41.85151151,-87.73437475
09/17/2016 05:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,2431,W,47TH ST,,NONINCAPACITATING INJURY,0,0,1,17,7,9,41.80830869,-87.68572868
05/27/2021 08:28:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,DISREGARDING ROAD MARKINGS,1460,N,HALSTED ST,Y,NO INDICATION OF INJURY,0,0,0,8,5,5,41.90816932,-87.64834802
09/18/2023 03:22:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,5175,N,CENTRAL PARK AVE,,NONINCAPACITATING INJURY,0,0,1,15,2,9,41.97554136,-87.71828028
2/5/2020 23:50,30,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,Y,DISREGARDING TRAFFIC SIGNALS,1500,W,99TH ST,,"REPORTED, NOT EVIDENT",0,0,0,23,4,2,41.71410548,-87.66035848
9/9/2020 8:36,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3061,W,LOGAN BLVD,,NONINCAPACITATING INJURY,0,0,1,8,4,9,41.92829363,-87.70481332
09/19/2023 12:48:00 PM,15,NO CONTROLS,RAIN,DAYLIGHT,DRIVEWAY,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2535,S,DR MARTIN LUTHER KING JR DR,,NONINCAPACITATING INJURY,0,0,1,12,3,9,41.84647105,-87.61716965
12/19/2018 08:20:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DRIVING ON WRONG SIDE/WRONG WAY,352,W,ONTARIO ST,,NONINCAPACITATING INJURY,0,0,1,20,4,12,41.89324948,-87.63763455
7/6/2019 10:56,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,1199,N,LAVERGNE AVE,,NONINCAPACITATING INJURY,0,0,1,10,7,7,41.90221157,-87.75072342
05/31/2021 07:51:00 PM,20,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2530,N,KOSTNER AVE,,NONINCAPACITATING INJURY,0,0,1,19,2,5,41.92729334,-87.73683791
5/7/2021 13:31,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,160,W,CERMAK RD,,NONINCAPACITATING INJURY,0,0,1,13,6,5,41.8529657,-87.63175599
06/15/2023 01:08:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,1144,E,83RD ST,Y,NO INDICATION OF INJURY,0,0,0,13,5,6,41.74418757,-87.59596209
09/25/2019 05:20:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER LANE USAGE,11637,S,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,17,4,9,41.68157532,-87.68068967
10/14/2023 02:24:00 PM,30,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1500,W,IRVING PARK RD,,NONINCAPACITATING INJURY,0,0,1,14,7,10,41.95441891,-87.66759828
09/30/2019 04:25:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,ALLEY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4560,W,DIVERSEY AVE,,NO INDICATION OF INJURY,0,0,0,16,2,9,41.931708,-87.74160524
10/4/2017 16:15,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4400,W,BELMONT AVE,,NONINCAPACITATING INJURY,0,0,1,16,4,10,41.93907041,-87.7370979
01/16/2020 03:00:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2739,S,ARCHER AVE,,"REPORTED, NOT EVIDENT",0,0,0,15,5,1,41.84388686,-87.65305023
7/2/2020 11:30,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,808,N,DAMEN AVE,,NO INDICATION OF INJURY,0,0,0,11,5,7,41.89622138,-87.67720798
7/11/2022 21:05,35,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,440,E,GRAND AVE,Y,NONINCAPACITATING INJURY,0,0,1,21,2,7,41.89198012,-87.61616593
08/17/2023 08:03:00 AM,25,STOP SIGN/FLASHER,RAIN,DAYLIGHT,FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,1698,S,PAULINA ST,N,NONINCAPACITATING INJURY,0,0,1,8,5,8,41.85870957,-87.66882669
09/19/2016 02:30:00 AM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1600,W,GRAND AVE,,"REPORTED, NOT EVIDENT",0,0,0,2,2,9,41.89108711,-87.66720406
08/28/2021 11:54:00 AM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4300,W,ALTGELD ST,,NO INDICATION OF INJURY,0,0,0,11,7,8,41.92633025,-87.73423747
09/14/2015 04:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,757,N,ORLEANS ST,Y,NO INDICATION OF INJURY,0,0,0,16,2,9,41.89650311,-87.63702357
03/20/2021 04:55:00 PM,20,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,7500,S,EXCHANGE AVE,,INCAPACITATING INJURY,0,1,0,16,7,3,41.75899276,-87.56037781
10/22/2022 01:45:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,1226,N,MILWAUKEE AVE,,NO INDICATION OF INJURY,0,0,0,13,7,10,41.90390104,-87.66755786
07/22/2019 07:15:00 PM,25,UNKNOWN,CLEAR,DAYLIGHT,UNKNOWN,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,6598,W,56TH ST,,NO INDICATION OF INJURY,0,0,0,19,2,7,41.79054177,-87.78656653
08/25/2017 06:22:00 PM,20,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,7217,N,CAMPBELL AVE,,NONINCAPACITATING INJURY,0,0,1,18,6,8,42.01321274,-87.69247683
12/7/2022 7:10,35,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,201,W,CHICAGO AVE,,NONINCAPACITATING INJURY,0,0,1,7,4,12,41.89648505,-87.63427482
05/21/2021 03:00:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2701,W,ROOSEVELT RD,,NO INDICATION OF INJURY,0,0,0,15,6,5,41.86642647,-87.69348884
05/15/2023 09:14:00 AM,25,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER OVERTAKING/PASSING,7319,N,ROGERS AVE,,NONINCAPACITATING INJURY,0,0,1,9,2,5,42.01400917,-87.67925721
8/8/2022 8:10,30,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,7730,S,STONY ISLAND AVE,,NONINCAPACITATING INJURY,0,0,1,8,2,8,41.75426746,-87.58624865
6/11/2019 6:54,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,3626,W,LAWRENCE AVE,Y,NO INDICATION OF INJURY,0,0,0,6,3,6,41.96844525,-87.71941658
7/10/2018 22:00,30,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,4040,N,SHERIDAN RD,,NO INDICATION OF INJURY,0,0,0,22,3,7,41.95568502,-87.65472513
10/9/2020 14:10,20,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,CELL PHONE USE OTHER THAN TEXTING,6401,S,LANGLEY AVE,,NO INDICATION OF INJURY,0,0,0,14,6,10,41.77846389,-87.60819625
10/1/2018 18:45,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,2252,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,18,2,10,41.92179534,-87.69578194
07/17/2018 10:18:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,NOT APPLICABLE,7900,S,GREEN ST,,"REPORTED, NOT EVIDENT",0,0,0,22,3,7,41.7505303,-87.64539867
06/17/2022 01:50:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1049,W,MONTROSE AVE,,INCAPACITATING INJURY,0,1,0,13,6,6,41.96164556,-87.65669592
07/22/2021 07:45:00 PM,30,TRAFFIC SIGNAL,CLEAR,DUSK,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5829,S,ARCHER AVE,,NO INDICATION OF INJURY,0,0,0,19,5,7,41.79601962,-87.75968337
5/7/2021 12:07,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2024,W,DIVISION ST,Y,NONINCAPACITATING INJURY,0,0,1,12,6,5,41.90328207,-87.67829303
07/14/2023 05:30:00 PM,20,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3400,N,OAK PARK AVE,,NO INDICATION OF INJURY,0,0,0,17,6,7,41.94190142,-87.79599
07/16/2023 07:30:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,DISREGARDING TRAFFIC SIGNALS,1150,W,FULLERTON AVE,,NO INDICATION OF INJURY,0,0,0,7,1,7,41.92540664,-87.65806218
8/8/2018 15:10,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3508,W,WRIGHTWOOD AVE,Y,INCAPACITATING INJURY,0,1,0,15,4,8,41.92839113,-87.71504605
12/31/2022 06:45:00 AM,30,NO CONTROLS,CLEAR,DAWN,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,4132,W,GRAND AVE,,"REPORTED, NOT EVIDENT",0,0,0,6,7,12,41.90768479,-87.72992614
2/3/2019 14:30,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3200,N,CLARK ST,,NONINCAPACITATING INJURY,0,0,1,14,1,2,41.93999456,-87.65088552
